버스번호,기점,종점,상행 정류장수,상행 정류장(순서대로),하행 정류장수,하행 정류장(순서대로)
문흥18,장등동,진곡산단,58,장등동 ▶ 도선사 ▶ 문흥지구입구(서) ▶ 문흥금호아파트 ▶ 문산중 ▶ 문흥1동행정복지센터 ▶ 샛터코아 ▶ 문흥명지아파트 ▶ 문흥고가 ▶ 광주병원 ▶ 문화중 ▶ 현대아파트 ▶ 우산주공1단지 ▶ 전남대공과대학 ▶ 전남대스포츠센터 ▶ 효동초교입구 ▶ 광주역육교 ▶ 전남대사거리(동) ▶ 용봉초교 ▶ 신안교 ▶ 광주지방기상청 ▶ 경신여고 ▶ 운암시장 ▶ 운암도서관 ▶ 운암초교 ▶ 서영대 ▶ 동천우미린아파트 ▶ 동천마을3단지 ▶ 동천마을1단지 ▶ 동림I.C입구 ▶ 광신대교 ▶ 풍영정입구 ▶ 극락강역입구 ▶ 신가동 ▶ 목련마을 ▶ 목련마을6단지 ▶ 운남삼성아파트 ▶ 광산구노인복지관 ▶ 영천초교 ▶ 월곡시장 ▶ 월곡일신아파트 ▶ 하남중 ▶ 역산공원입구 ▶ 산정중입구 ▶ 산정초교 ▶ 다사로움1차아파트 ▶ 하남2지구 ▶ 하남1교 ▶ 하남3지구모아엘가 ▶ 광산소방서입구 ▶ 세방전지 ▶ 한국자동차연구원 ▶ 현대위아 ▶ RTM ▶ 수호 ▶ LG전자광주물류센터 ▶ 케이엔 ▶ 진곡산단,62,진곡산단 ▶ 케이엔 ▶ LG전자광주물류센터 ▶ 수호 ▶ RTM ▶ 현대위아 ▶ 한국자동차연구원 ▶ 세방전지 ▶ 광산소방서입구 ▶ 하남3지구모아엘가 ▶ 하남1교 ▶ 하남2지구 ▶ 다사로움1차아파트 ▶ 산정초교 ▶ 산정중입구 ▶ 하남중 ▶ 월곡일신아파트 ▶ 월곡시장 ▶ 영천초교 ▶ 광산구노인복지관 ▶ 운남삼성아파트 ▶ 목련마을6단지 ▶ 목련마을 ▶ 신가동 ▶ 극락강역입구 ▶ 풍영정입구 ▶ 광신대교 ▶ 동림I.C입구 ▶ 동천마을1단지 ▶ 동천마을3단지 ▶ 동천우미린아파트 ▶ 서영대 ▶ 운암초교 ▶ 운암도서관 ▶ 운암벽산블루밍 ▶ 광주예술의전당 ▶ 운암시장 ▶ 경신여고 ▶ 광주지방기상청 ▶ 신안교 ▶ 용봉초교 ▶ 전남대사거리(동) ▶ 중흥삼거리 ▶ 효동초교입구 ▶ 북구차량등록민원실 ▶ 전남대스포츠센터 ▶ 전남대공과대학 ▶ 우산주공1단지 ▶ 현대아파트 ▶ 문화중 ▶ 광주병원 ▶ 문흥고가 ▶ 문흥명지아파트 ▶ 샛터코아 ▶ 문흥1동행정복지센터 ▶ 문산중 ▶ 문흥금호아파트 ▶ 광주솔로몬로파크 ▶ 문흥지구입구(동) ▶ 도동고개 ▶ 도선사 ▶ 장등동
송정19,도산동,장등동,60,도산동 ▶ 도산파출소 ▶ 공군부대 ▶ 공군부대후문 ▶ 송정호반아파트 ▶ 도산동행정복지센터 ▶ 송정초교 ▶ 금강1길 ▶ 광주송정역 ▶ 광산구청 ▶ 영광통 ▶ 송정공원역 ▶ 송정파출소(북) ▶ 공항역 ▶ 장암마을 ▶ 서창입구 ▶ 월암 ▶ 김대중컨벤션센터(마륵)역 ▶ 전남고입구 ▶ 상무역 ▶ 상무지구입구 ▶ 운천역 ▶ 서광주세무서 ▶ 쌍촌역 ▶ 잿등 ▶ 화정역 ▶ 서석고 ▶ 서구청 ▶ 서광주한전 ▶ 돌고개역(동) ▶ 양동시장역(남) ▶ 양동교차로 ▶ 광주일고.광주고용센터 ▶ 롯데백화점 ▶ 대인광장(북) ▶ 중흥시장 ▶ 광주역(동) ▶ 중흥초교 ▶ 4.19기념관 ▶ 서방사거리육교 ▶ 서방시장(남) ▶ 동강대 ▶ 말바우시장(서) ▶ 동부시장 ▶ 북구청 ▶ 전남대동문 ▶ 전남대공과대학 ▶ 성산맨션 ▶ 도로교통공단 대신파크 ▶ 오치한전 ▶ 용봉중 ▶ 자연과학고 ▶ 샛터코아 ▶ 문흥라인아파트 ▶ 문흥라인동산아파트 ▶ 광주솔로몬로파크 ▶ 문흥지구입구(동) ▶ 도동고개 ▶ 도선사 ▶ 장등동,59,장등동 ▶ 도선사 ▶ 문흥지구입구(서) ▶ 문흥라인동산아파트 ▶ 문흥라인아파트 ▶ 문흥중 ▶ 자연과학고 ▶ 용봉중 ▶ 오치한전 ▶ 도로교통공단 대신파크 ▶ 전남대공과대학 ▶ 전남대동문 ▶ 북구청 ▶ 동부시장 ▶ 말바우시장(서) ▶ 말바우시장(남) ▶ 동강대 ▶ 서방시장(남) ▶ 서방사거리육교 ▶ 4.19기념관 ▶ 중흥초교 ▶ 삼성콜센터 ▶ 중흥시장 ▶ 대인광장(북) ▶ 롯데백화점 ▶ 광주일고.광주고용센터 ▶ 양동교차로 ▶ 양동시장역(남) ▶ 돌고개역(동) ▶ 돌고개역(서) ▶ 서구청 ▶ 농성SK뷰 ▶ 서석고 ▶ 화정역 ▶ 잿등 ▶ 쌍촌역 ▶ 한국농어촌공사 ▶ 서광주세무서 ▶ 운천역 ▶ 상무지구입구 ▶ 상무역 ▶ 전남고입구 ▶ 김대중컨벤션센터(마륵)역 ▶ 월암 ▶ 서창입구 ▶ 장암마을 ▶ 공항역 ▶ 송정파출소(북) ▶ 송정공원역 ▶ 영광통 ▶ 광산구청 ▶ 광주송정역(동) ▶ 금강1길 ▶ 송정초교 ▶ 도산동행정복지센터 ▶ 송정호반아파트 ▶ 공군부대후문 ▶ 공군부대 ▶ 도산동
첨단20,첨단종점,월드컵경기장,68,첨단종점 ▶ 고내입구 ▶ 대촌마을입구 ▶ 대촌마을 ▶ 은혜학교 ▶ 앰코코리아 ▶ 첨단삼성전자 ▶ 폭스존 ▶ 우편집중국 ▶ 농산물품질관리원 ▶ 첨단우리은행 ▶ 첨단사거리 ▶ 첨단라인아파트 ▶ 첨단초교 ▶ 첨단금호아파트 ▶ 신동아아파트 ▶ 동원촌 ▶ 비아농협 ▶ 비아호반아파트 ▶ 비아119안전센터(북) ▶ 비아119안전센터(서) ▶ 비아중흥아파트 ▶ 도촌교 ▶ 안청 ▶ 안청농협 ▶ 하남철강 ▶ 도현 ▶ 진곡 동길 ▶ 오선동 ▶ 한국알프스 ▶ 호남샤니 ▶ 하남산단5번로 교차로 ▶ 하남산단4번로삼거리 ▶ 신성화학 ▶ 정우화학 ▶ 단전 ▶ 하남초교(북) ▶ 광산세무서 ▶ 흑석사거리(서) ▶ 흑석사거리(남) ▶ 영천마을9단지 ▶ 월곡시장 ▶ 월곡일신아파트 ▶ 어등초교 ▶ 광산중 ▶ 상수도광산요금센터 ▶ 대덕훼미리아파트 ▶ 우산동중흥S클래스 ▶ 아리랑고개 ▶ 송정IC ▶ 송정파출소(남) ▶ 공항역 ▶ 장암마을 ▶ 서창입구 ▶ 월암 ▶ 김대중컨벤션센터(마륵)역 ▶ 전남고입구 ▶ 상무역 ▶ 상무지구입구 ▶ 운천저수지 ▶ 상무중 ▶ 광주학생독립운동기념관 ▶ 쌍촌시영아파트 ▶ 종합건설본부 ▶ 염주사거리(서) ▶ 염주초교 ▶ 염주체육관 ▶ 월드컵경기장,67,월드컵경기장 ▶ 염주체육관 ▶ 염주초교 ▶ 염주사거리(서) ▶ 쌍촌시영아파트 ▶ 광주학생독립운동기념관 ▶ 치평중 ▶ 상무중 ▶ 운천저수지 ▶ 상무지구입구 ▶ 상무역 ▶ 전남고입구 ▶ 김대중컨벤션센터(마륵)역 ▶ 월암 ▶ 서창입구 ▶ 장암마을 ▶ 공항역 ▶ 송정IC ▶ 아리랑고개 ▶ 우산동중흥S클래스 ▶ 대덕훼미리아파트 ▶ 상수도광산요금센터 ▶ 광산중 ▶ 어등초교 ▶ 월곡일신아파트 ▶ 월곡시장 ▶ 영천마을9단지 ▶ 흑석사거리(서) ▶ 광산세무서 ▶ 하남초교(북) ▶ 단전 ▶ 광산소방서입구 ▶ 정우화학 ▶ 신성화학 ▶ 하남산단4번로삼거리 ▶ 하남산단5번로 교차로 ▶ 호남샤니 ▶ 한국알프스 ▶ 오선동 ▶ 진곡 동길 ▶ 도현 ▶ 하남철강 ▶ 안청농협 ▶ 안청 ▶ 도촌교 ▶ 비아중흥아파트 ▶ 비아119안전센터(서) ▶ 비아119안전센터(북) ▶ 비아호반아파트 ▶ 비아농협 ▶ 동원촌 ▶ 신동아아파트 ▶ 비아고 ▶ 첨단금호아파트 ▶ 첨단초교 ▶ 첨단라인아파트 ▶ 첨단사거리 ▶ 첨단우리은행 ▶ 농산물품질관리원 ▶ 우편집중국 ▶ 폭스존 ▶ 첨단삼성전자 ▶ 앰코코리아 ▶ 은혜학교 ▶ 대촌마을 ▶ 대촌마을입구 ▶ 첨단종점
첨단22,첨단종점,동산교차로(북),43,첨단종점 ▶ 고내입구 ▶ 대촌마을입구 ▶ 대촌마을 ▶ 은혜학교 ▶ 앰코코리아 ▶ 첨단삼성전자 ▶ 폭스존 ▶ 우편집중국 ▶ 농산물품질관리원 ▶ 첨단2동행정복지센터 ▶ 무양서원입구 ▶ 남부대 ▶ 전자공고 ▶ 보훈병원 ▶ 첨단휴먼시아 ▶ 신용초등학교 ▶ 빛고을고입구 ▶ 신용중입구 ▶ 첨단2호반아파트 ▶ 첨단과학산업단지 ▶ 동천마을1단지 ▶ 동천마을3단지 ▶ 동천동행정복지센터 ▶ 칠성마을사거리 ▶ 유덕초교 ▶ 상무호반3차 ▶ 모아제일아파트 ▶ 5.18기념문화센터 ▶ 시청 ▶ 한국은행 ▶ 한국국토정보공사 ▶ 한국수자원공사 ▶ 농협운천지점 ▶ 상무역(남) ▶ 희망가아파트 ▶ 자활촌입구 ▶ 금호저수지입구 ▶ 무등교회 ▶ 서광주역종점 ▶ 서광주역 ▶ 동산교차로 ▶ 동산교차로(북),43,동산교차로(북) ▶ 무등교회 ▶ 금호저수지입구 ▶ 자활촌입구 ▶ 희망가아파트 ▶ 상무역(남) ▶ 농협운천지점 ▶ 한국수자원공사 ▶ 한국국토정보공사 ▶ 한국은행 ▶ 시청 ▶ 5.18기념문화센터 ▶ 모아제일아파트 ▶ 상무호반3차 ▶ 유덕초교 ▶ 칠성마을사거리 ▶ 동천동행정복지센터 ▶ 동천마을3단지 ▶ 동천마을1단지 ▶ 신수교 ▶ 연제외촌입구 ▶ 빛고을로입구 ▶ 첨단과학산업단지 ▶ 첨단2호반아파트 ▶ 신용중입구 ▶ 빛고을고입구 ▶ 신용초등학교 ▶ 첨단휴먼시아 ▶ 보훈병원 ▶ 전자공고 ▶ 남부대 ▶ 무양서원입구 ▶ 첨단2동행정복지센터 ▶ 첨단우리은행 ▶ 농산물품질관리원 ▶ 우편집중국 ▶ 폭스존 ▶ 첨단삼성전자 ▶ 앰코코리아 ▶ 은혜학교 ▶ 대촌마을 ▶ 대촌마을입구 ▶ 첨단종점
첨단23,장등동,국립광주과학관,42,장등동 ▶ 도선사입구 ▶ 힐스테이트 각화 ▶ 각화중 ▶ 각화초교 ▶ 각화금호아파트 ▶ 동광주IC입구 ▶ 농산물공판장 ▶ 문흥지구입구(서) ▶ 문흥라인동산아파트 ▶ 문흥라인아파트 ▶ 문흥중 ▶ 자연과학고 ▶ 용봉중 ▶ 오치주공 ▶ 북부경찰서 ▶ 광주공고입구 ▶ 고려고 ▶ 삼각그린타운 ▶ 국제고 ▶ 향토음식박물관 ▶ 오비맥주 ▶ 코카콜라 ▶ 롯데칠성 ▶ 북구문화센터/KT&G광주공장 ▶ 양산호수공원 ▶ 양산초교입구 ▶ 양산타운 ▶ 용두주공 ▶ 복룡입구 ▶ 교통공원 ▶ 우편집중국 ▶ 농산물품질관리원 ▶ 첨단우리은행 ▶ 첨단사거리 ▶ 첨단라인아파트 ▶ 첨단초교 ▶ 첨단금호아파트 ▶ 과기원 ▶ 한국전자통신연구원 ▶ 한국생산기술연구원 ▶ 국립광주과학관,42,국립광주과학관 ▶ 한국생산기술연구원 ▶ 한국전자통신연구원 ▶ 과기원 ▶ 첨단금호아파트 ▶ 첨단초교 ▶ 첨단라인아파트 ▶ 첨단사거리 ▶ 첨단우리은행 ▶ 농산물품질관리원 ▶ 우편집중국 ▶ 교통공원 ▶ 복룡입구 ▶ 용두주공 ▶ 양산타운 ▶ 양산초교입구 ▶ 양산호수공원 ▶ 북구문화센터/KT&G광주공장 ▶ 롯데칠성 ▶ 코카콜라 ▶ 오비맥주 ▶ 향토음식박물관 ▶ 국제고 ▶ 삼각그린타운 ▶ 고려고 ▶ 광주공고입구 ▶ 북부경찰서 ▶ 오치주공 ▶ 용봉중 ▶ 자연과학고 ▶ 샛터코아 ▶ 문흥라인아파트 ▶ 문흥라인동산아파트 ▶ 광주솔로몬로파크 ▶ 문흥지구입구(남) ▶ 농산물공판장 ▶ 각화금호아파트 ▶ 각화중 ▶ 힐스테이트 각화 ▶ 보광사 ▶ 도선사 ▶ 장등동
지원25,월남동,서광주역종점,49,월남동 ▶ 주남 ▶ 녹동 ▶ 지원화훼단지 ▶ 지원2동행정복지센터입구 ▶ 소태역 ▶ 광주남초교 ▶ 동구문화센터 ▶ 삼익세라믹 ▶ 학동증심사입구역 ▶ 조선대병원 ▶ 남광주역 ▶ 양림휴먼시아2차 ▶ 양림휴먼시아1차 ▶ 남광주농협 ▶ 주월주택단지 ▶ 신우아파트 ▶ 월산5동 ▶ 월산4동 ▶ 건강협회 ▶ 상공회의소 ▶ 화정중흥파크 ▶ 신세계백화점 ▶ 광주종합버스터미널 ▶ 기아차정문 ▶ 광천E편한세상 ▶ 진성아파트 ▶ 삼우아파트 ▶ 광천동 ▶ 칠성마을 ▶ 유덕초교 ▶ 버들마을 ▶ 계수 ▶ 시청 ▶ 한국은행 ▶ 한국국토정보공사 ▶ 한국수자원공사 ▶ 농협운천지점 ▶ 상무역 ▶ 전남고입구 ▶ 전남고 ▶ 상무금호아파트 ▶ 상무해광한신아파트 ▶ 상무시민공원 ▶ 보훈회관(서) ▶ 서창사거리 ▶ 서창농협벽진지점 ▶ 다사랑병원 ▶ 서광주역종점,49,서광주역종점 ▶ 서광주역 ▶ 동산교차로 ▶ 동산교차로(북) ▶ 다사랑병원 ▶ 서창농협벽진지점 ▶ 서창사거리 ▶ 보훈회관(서) ▶ 상무시민공원 ▶ 상무해광한신아파트 ▶ 상무금호아파트 ▶ 전남고 ▶ 상무역(북) ▶ 농협운천지점 ▶ 한국수자원공사 ▶ 한국국토정보공사 ▶ 한국은행 ▶ 시청 ▶ 극락초교 ▶ 버들주공1단지 ▶ 칠성마을 ▶ 광천동 ▶ 삼우아파트 ▶ 진성아파트 ▶ 광천E편한세상 ▶ 기아차정문 ▶ 광주종합버스터미널 ▶ 신세계백화점 ▶ 화정중흥파크 ▶ 상공회의소 ▶ 건강협회 ▶ 월산4동 ▶ 월산5동 ▶ 신우아파트 ▶ 주월주택단지 ▶ 남광주농협 ▶ 양림휴먼시아1차 ▶ 양림휴먼시아2차 ▶ 남광주역 ▶ 남광주사거리 ▶ 조선대병원 ▶ 학동증심사입구역 ▶ 삼익세라믹 ▶ 동구문화센터 ▶ 광주남초교 ▶ 소태역 ▶ 지원2동행정복지센터입구 ▶ 녹동 ▶ 월남동
매월26,매월동(북),용전,49,매월동(북) ▶ 대동고 ▶ 화훼단지 ▶ 공구단지 ▶ 풍암사거리(동) ▶ 마재부영아파트 ▶ 마재대주아파트 ▶ 서구문화센터 ▶ 금호도개공아파트 ▶ 금호모아아파트 ▶ 월드컵경기장 ▶ 염주체육관 ▶ 염주초교 ▶ 염주사거리(동) ▶ 염주맨션 ▶ 화정중 ▶ 광주광역시교육청(광덕고) ▶ 화정사거리 ▶ 화정현대아파트 ▶ 기아자동차 ▶ 광주종합버스터미널 ▶ 광천치안센터 ▶ 제2광천교 ▶ 경신여고 ▶ 광주지방기상청 ▶ 신안교 ▶ 용봉초교 ▶ 전남대 ▶ 전대치과병원 ▶ 용봉2휴먼시아아파트 ▶ 신안교입구 ▶ 유창아파트 ▶ 용주초교 ▶ 오치초교 ▶ 광주공고입구 ▶ 고려고 ▶ 삼각그린타운 ▶ 국제고 ▶ 일곡사거리 ▶ 일곡초교 ▶ 서일초교 ▶ 일곡삼호아파트 ▶ 광주교도소 ▶ 명상의집 ▶ 우치공원 ▶ 생룡 ▶ 지산마을 ▶ 용전사거리(남) ▶ 용전,50,용전 ▶ 용전사거리(남) ▶ 지산마을 ▶ 생룡 ▶ 우치공원 ▶ 명상의집 ▶ 광주교도소 ▶ 일곡삼호아파트 ▶ 서일초교 ▶ 일곡초교 ▶ 일곡사거리 ▶ 국제고 ▶ 삼각그린타운 ▶ 고려고 ▶ 광주공고입구 ▶ 오치초교 ▶ 용주초교 ▶ 유창아파트 ▶ 신안교입구 ▶ 용봉2휴먼시아아파트 ▶ 전대치과병원 ▶ 전남대 ▶ 전남대사거리(서) ▶ 용봉초교 ▶ 신안교 ▶ 광주지방기상청 ▶ 경신여고 ▶ 제2광천교 ▶ 광천치안센터 ▶ 광주종합버스터미널 ▶ 기아자동차 ▶ 화정현대아파트 ▶ 화정사거리 ▶ 광주광역시교육청(광덕고) ▶ 화정중 ▶ 염주맨션 ▶ 염주사거리(동) ▶ 염주초교 ▶ 염주체육관 ▶ 월드컵경기장 ▶ 금호모아아파트 ▶ 금호도개공아파트 ▶ 서구문화센터 ▶ 마재대주아파트 ▶ 마재부영아파트 ▶ 풍암사거리(동) ▶ 공구단지 ▶ 화훼단지 ▶ 대동고 ▶ 매월동(북)
봉선27,첨단종점,용산지구,68,첨단종점 ▶ 고내입구 ▶ 대촌마을입구 ▶ 한국광기술원 ▶ 산업인력공단사거리 ▶ 구신한포토닉스 ▶ 정부광주지방합동청사입구 ▶ 광주교통방송 ▶ 첨단초교후문 ▶ 월계중 ▶ 첨단도서관 ▶ 첨단라인8차아파트 ▶ 산월초교입구 ▶ 방송통신대 ▶ 무양서원 ▶ 봉산중 ▶ 보훈병원후문 ▶ 보훈병원 ▶ 전자공고 ▶ 신창용수마을 ▶ 전남공고입구 ▶ 보건대입구 ▶ 반촌/마한유적체험관 ▶ 산동교 ▶ 동림푸른마을 ▶ 시립장애인복지관 ▶ 운암우미아파트 ▶ 운암중 ▶ 운암도서관 ▶ 운암벽산블루밍 ▶ 광주예술의전당 ▶ 운암시장 ▶ 경신여고 ▶ 광주지방기상청 ▶ 신안교 ▶ 용봉초교 ▶ 전남대사거리(동) ▶ 중흥삼거리 ▶ 효동초교입구 ▶ 북구차량등록민원실 ▶ 북구청 ▶ 동부시장 ▶ 말바우시장(서) ▶ 동강대후문 ▶ 청명아파트 ▶ 덕산아파트 ▶ 두암주공입구 ▶ 교대금호어울림 ▶ 풍향시장 ▶ 두암지구입구 ▶ 산수오거리 ▶ 법원입구 ▶ 살레시오여고 ▶ 조선대 ▶ 조선대공과대학 ▶ 남광주역 ▶ 양림휴먼시아2차 ▶ 양림휴먼시아1차 ▶ 남광주농협 ▶ 남구청 ▶ 주월중입구 ▶ 봉선라인아파트 ▶ 봉선삼익아파트(남) ▶ 봉선2동행정복지센터 ▶ 남구문화예술회관 ▶ 용산지구대성베르힐 ▶ 용산지구모아엘가에듀파크 ▶ 용산지구,65,용산지구 ▶ 용산지구모아엘가에듀파크 ▶ 용산지구대성베르힐 ▶ 남구문화예술회관 ▶ 봉선2동행정복지센터 ▶ 봉선삼익아파트(남) ▶ 봉선라인아파트 ▶ 봉선대화아파트 ▶ 주월중입구 ▶ 남구청 ▶ 남광주농협 ▶ 양림휴먼시아1차 ▶ 양림휴먼시아2차 ▶ 남광주역 ▶ 조선대공과대학 ▶ 조선대 ▶ 살레시오여고 ▶ 법원입구 ▶ 산수오거리 ▶ 두암지구입구 ▶ 풍향시장 ▶ 교대금호어울림 ▶ 두암주공입구 ▶ 덕산아파트 ▶ 청명아파트 ▶ 동강대후문 ▶ 말바우시장(서) ▶ 동부시장 ▶ 북구청 ▶ 효동초교입구 ▶ 광주역육교 ▶ 전남대사거리(동) ▶ 용봉초교 ▶ 신안교 ▶ 광주지방기상청 ▶ 경신여고 ▶ 운암시장 ▶ 운암도서관 ▶ 운암중 ▶ 운암우미아파트 ▶ 시립장애인복지관 ▶ 동림푸른마을 ▶ 산동교 ▶ 반촌/마한유적체험관 ▶ 보건대입구 ▶ 전남공고입구 ▶ 신창용수마을 ▶ 전자공고 ▶ 보훈병원 ▶ 보훈병원후문 ▶ 봉산중 ▶ 무양서원 ▶ 방송통신대 ▶ 산월초교입구 ▶ 첨단라인8차아파트 ▶ 첨단도서관 ▶ 월계중 ▶ 첨단초교후문 ▶ 광주교통방송 ▶ 정부광주지방합동청사입구 ▶ 구신한포토닉스 ▶ 산업인력공단사거리 ▶ 한국광기술원 ▶ 대촌마을입구 ▶ 첨단종점
일곡28,매월동(북),살레시오고/교통문화연수원,60,매월동(북) ▶ 대동고 ▶ 화훼단지 ▶ 공구단지 ▶ 매월종합상가입구 ▶ 운리마을 ▶ 동명회.송원고 ▶ 송원대 ▶ 송암공단입구 ▶ 남선산업 ▶ 송하삼익아파트 ▶ 광주대입구 ▶ 동성고 ▶ 대성여고 ▶ 진월대주아파트 ▶ 대광여고 ▶ 백운광장 ▶ 남구청 ▶ 주월중입구 ▶ 봉선대화아파트 ▶ 구남구청 ▶ 조봉초교 ▶ 봉선삼익아파트(남) ▶ 봉선삼익사거리 ▶ 모아2차아파트 ▶ 라인효친 ▶ 송림주택 ▶ 방림삼거리 ▶ 학림교 ▶ 남광주역 ▶ 조선대공과대학 ▶ 조선대 ▶ 살레시오여고 ▶ 법원입구 ▶ 산수오거리 ▶ 두암지구입구 ▶ 풍향시장 ▶ 교대금호어울림 ▶ 두암주공입구 ▶ 덕산아파트 ▶ 청명아파트 ▶ 동강대후문 ▶ 말바우시장(서) ▶ 동부시장 ▶ 북구청 ▶ 전남대동문 ▶ 전남대공과대학 ▶ 성산맨션 ▶ 도로교통공단 대신파크 ▶ 오치한전 ▶ 서산초교 ▶ 오치1동행정복지센터 ▶ 31사단 ▶ 원삼각마을삼일아파트 ▶ 월산(삼각동) ▶ 일곡청솔4차아파트 ▶ 일곡현대3차아파트 ▶ 유격훈련장 ▶ 살레시오고입구 ▶ 살레시오고/교통문화연수원,60,살레시오고/교통문화연수원 ▶ 살레시오고입구 ▶ 유격훈련장 ▶ 일곡현대3차아파트 ▶ 일곡청솔4차아파트 ▶ 월산(삼각동) ▶ 양일로입구 ▶ 원삼각마을삼일아파트 ▶ 31사단 ▶ 오치1동행정복지센터 ▶ 서산초교 ▶ 오치한전 ▶ 도로교통공단 대신파크 ▶ 전남대공과대학 ▶ 전남대동문 ▶ 북구청 ▶ 동부시장 ▶ 말바우시장(서) ▶ 동강대후문 ▶ 청명아파트 ▶ 덕산아파트 ▶ 두암주공입구 ▶ 교대금호어울림 ▶ 풍향시장 ▶ 두암지구입구 ▶ 산수오거리 ▶ 법원입구 ▶ 살레시오여고 ▶ 조선대 ▶ 조선대공과대학 ▶ 남광주역 ▶ 학림교 ▶ 방림삼거리 ▶ 송림주택 ▶ 라인효친 ▶ 모아2차아파트 ▶ 봉선삼익사거리 ▶ 봉선삼익아파트(남) ▶ 조봉초교 ▶ 구남구청 ▶ 봉선대화아파트 ▶ 주월중입구 ▶ 남구청 ▶ 백운광장 ▶ 호남삼육고입구 ▶ 대광여고 ▶ 진월대주아파트 ▶ 대성여고 ▶ 동성고 ▶ 송하삼익아파트 ▶ 남선산업 ▶ 송암공단입구 ▶ 송원대 ▶ 동명회.송원고 ▶ 운리마을 ▶ 풍암대주아파트 ▶ 공구단지 ▶ 화훼단지 ▶ 대동고 ▶ 매월동(북)
송정29,도산동,살레시오고/교통문화연수원,57,도산동 ▶ 도산파출소 ▶ 도산역 ▶ 신동사거리 ▶ 광주송정역 ▶ 광산구청 ▶ 영광통 ▶ 송정공원역 ▶ 송정파출소(북) ▶ 송정IC ▶ 아리랑고개 ▶ 소촌금호아파트 ▶ 광산중 ▶ 어등초교 ▶ 월곡일신아파트 ▶ 월곡시장 ▶ 영천초교 ▶ 광산구노인복지관 ▶ 운남삼성아파트 ▶ 목련마을6단지 ▶ 목련마을 ▶ 신가동 ▶ 신가사거리 ▶ 신가주공아파트 ▶ 신가우미아파트 ▶ 신가중 ▶ 신창동우체국 ▶ 신창중 ▶ 신창초교 ▶ 신창용수마을 ▶ 전남공고입구 ▶ 보건대입구 ▶ 반촌/마한유적체험관 ▶ 산동교 ▶ 동림푸른마을 ▶ 시립장애인복지관 ▶ 운암우미아파트 ▶ 운암중 ▶ 운암도서관 ▶ 광주예술의전당후문 ▶ 체육고.폴리텍대학 ▶ 국립광주박물관 ▶ 시립역사민속박물관 ▶ 용봉쌍용아파트 ▶ 중외마을 ▶ 용봉주공 ▶ 광주공고입구 ▶ 고려고 ▶ 삼각그린타운 ▶ 국제고 ▶ 일곡사거리 ▶ 일곡초교 ▶ 서일초교 ▶ 일곡삼호아파트 ▶ 광주교도소 ▶ 살레시오고입구 ▶ 살레시오고/교통문화연수원,55,살레시오고/교통문화연수원 ▶ 살레시오고입구 ▶ 일곡삼호아파트 ▶ 서일초교 ▶ 일곡초교 ▶ 일곡사거리 ▶ 국제고 ▶ 삼각그린타운 ▶ 고려고 ▶ 광주공고입구 ▶ 중외마을 ▶ 용봉쌍용아파트 ▶ 시립역사민속박물관 ▶ 국립광주박물관 ▶ 체육고.폴리텍대학 ▶ 운암도서관 ▶ 운암중 ▶ 운암우미아파트 ▶ 시립장애인복지관 ▶ 동림푸른마을 ▶ 산동교 ▶ 반촌/마한유적체험관 ▶ 보건대입구 ▶ 전남공고입구 ▶ 신창용수마을 ▶ 신창초교 ▶ 신창중 ▶ 신창동우체국 ▶ 신가중 ▶ 신가우미아파트 ▶ 신가주공아파트 ▶ 신가사거리 ▶ 극락강역입구 ▶ 신가동 ▶ 목련마을 ▶ 목련마을6단지 ▶ 운남삼성아파트 ▶ 광산구노인복지관 ▶ 영천초교 ▶ 월곡시장 ▶ 월곡일신아파트 ▶ 어등초교 ▶ 광산중 ▶ 소촌금호아파트 ▶ 아리랑고개 ▶ 송정IC ▶ 송정파출소(북) ▶ 송정공원역 ▶ 영광통 ▶ 광산구청 ▶ 광주송정역 ▶ 신동사거리 ▶ 도산역 ▶ 도산파출소 ▶ 도산동
