버스번호,기점,종점,상행 정류장수,상행 정류장(순서대로),하행 정류장수,하행 정류장(순서대로)
용전184,수북,롯데백화점,50,수북 ▶ 포백 ▶ 수북사거리 ▶ 수북면사무소 ▶ 고성리 ▶ 월성(담양) ▶ 성산리 ▶ 행정리 ▶ 병풍리 ▶ 한재초교 ▶ 대전파출소(남) ▶ 한재중 ▶ 신남마을 ▶ 월인 ▶ 갈전 ▶ 강의리 ▶ 태목 ▶ 시목 ▶ 응기 ▶ 삼소동입구 ▶ 용산교(북구) ▶ 용전사거리(남) ▶ 지산마을 ▶ 생룡 ▶ 우치공원 ▶ 명상의집 ▶ 유격훈련장 ▶ 일곡현대3차아파트 ▶ 일곡청솔4차아파트 ▶ 월산(삼각동) ▶ 양일로입구 ▶ 원삼각마을삼일아파트 ▶ 31사단 ▶ 오치1동행정복지센터 ▶ 서산초교 ▶ 오치한전 ▶ 도로교통공단 대신파크 ▶ 전남대공과대학 ▶ 전남대스포츠센터 ▶ 효동초교입구 ▶ 동부교육청 ▶ 향토문화거리입구 ▶ 서방시장(남) ▶ 서방사거리육교 ▶ 광주고/4.19역사관 ▶ 대인시장(동) ▶ 예술의거리입구 ▶ 금남로4가역 ▶ 금남로5가역 ▶ 롯데백화점,50,롯데백화점 ▶ 동부소방서 ▶ 대인시장(동) ▶ 광주고/4.19역사관 ▶ 서방사거리육교 ▶ 서방시장(서) ▶ 향토문화거리입구 ▶ 동부교육청 ▶ 효동초교입구 ▶ 북구차량등록민원실 ▶ 전남대스포츠센터 ▶ 전남대공과대학 ▶ 성산맨션 ▶ 도로교통공단 대신파크 ▶ 오치한전 ▶ 서산초교 ▶ 오치1동행정복지센터 ▶ 31사단 ▶ 원삼각마을삼일아파트 ▶ 월산(삼각동) ▶ 일곡청솔4차아파트 ▶ 일곡현대3차아파트 ▶ 유격훈련장 ▶ 명상의집 ▶ 우치공원 ▶ 생룡 ▶ 지산마을 ▶ 용전사거리(남) ▶ 용산교(북구) ▶ 삼소동입구 ▶ 응기 ▶ 시목 ▶ 태목 ▶ 강의리 ▶ 갈전 ▶ 월인 ▶ 신남마을 ▶ 한재중 ▶ 대전파출소(남) ▶ 한재초교 ▶ 병풍리 ▶ 갑향리 ▶ 행정리 ▶ 성산리 ▶ 월성(담양) ▶ 고성리 ▶ 수북면사무소 ▶ 수북사거리 ▶ 포백 ▶ 수북
충효187,장등동,연천,41,장등동 ▶ 도선사 ▶ 문흥지구입구(남) ▶ 농산물공판장 ▶ 동광주IC입구 ▶ 광주병원 ▶ 무등도서관 ▶ 말바우시장(동) ▶ 말바우시장(남) ▶ 동강대 ▶ 서방시장(북) ▶ 교육대 ▶ 풍향삼거리 ▶ 풍향시장 ▶ 두암지구입구 ▶ 산수오거리(연천) ▶ 장원초교(서) ▶ 산수무등파크 ▶ 전망대 ▶ 4수원지 ▶ 4수원지위 ▶ 화암 ▶ 화암마을위 ▶ 충장사(북) ▶ 금곡 ▶ 무등산생태탐방원 ▶ 수리 ▶ 광주호호수생태원 ▶ 충효동환벽당 ▶ 가사문학관 ▶ 지실 ▶ 유산교 ▶ 닭뫼 ▶ 평촌도요지 ▶ 평촌 ▶ 평촌도요지 ▶ 닭뫼 ▶ 소쇄원 ▶ 전남교육연수원 ▶ 반석 ▶ 연천,42,연천 ▶ 반석 ▶ 전남교육연수원 ▶ 소쇄원 ▶ 닭뫼 ▶ 평촌도요지 ▶ 평촌 ▶ 평촌도요지 ▶ 닭뫼 ▶ 유산교 ▶ 지실 ▶ 가사문학관 ▶ 충효동환벽당 ▶ 광주호호수생태원 ▶ 수리 ▶ 무등산생태탐방원 ▶ 금곡 ▶ 충장사(북) ▶ 화암마을위 ▶ 화암 ▶ 4수원지위 ▶ 4수원지 ▶ 전망대 ▶ 산수무등파크 ▶ 장원초교(동) ▶ 산수오거리 ▶ 두암지구입구 ▶ 풍향시장 ▶ 풍향삼거리 ▶ 교육대 ▶ 서방시장(남) ▶ 동강대 ▶ 말바우시장(동) ▶ 무등도서관 ▶ 광주병원 ▶ 동광주IC입구 ▶ 농산물공판장 ▶ 문흥지구입구(남) ▶ 문흥지구입구(동) ▶ 도동고개 ▶ 도선사 ▶ 장등동
충효188,석저마을,두암지구입구,23,석저마을 ▶ 무등산생태탐방원 ▶ 수리 ▶ 광주호호수생태원 ▶ 충효동환벽당 ▶ 가사문학관 ▶ 지실 ▶ 유산교 ▶ 닭뫼 ▶ 평촌도요지 ▶ 평촌 ▶ 금산교 ▶ 금곡마을 ▶ 충장사(북) ▶ 화암마을위 ▶ 화암 ▶ 4수원지위 ▶ 4수원지 ▶ 전망대 ▶ 산수무등파크 ▶ 장원초교(동) ▶ 산수오거리 ▶ 두암지구입구,23,두암지구입구 ▶ 산수오거리(연천) ▶ 장원초교(서) ▶ 산수무등파크 ▶ 전망대 ▶ 4수원지 ▶ 4수원지위 ▶ 화암 ▶ 화암마을위 ▶ 충장사(북) ▶ 금곡마을 ▶ 금산교 ▶ 평촌 ▶ 평촌도요지 ▶ 닭뫼 ▶ 유산교 ▶ 지실 ▶ 가사문학관 ▶ 충효동환벽당 ▶ 광주호호수생태원 ▶ 수리 ▶ 무등산생태탐방원 ▶ 석저마을
첨단192,장성마산,중앙여고,41,장성마산 ▶ 녹진 ▶ 덕성 ▶ 자풍 ▶ 선평선창마을입구 ▶ 장성백운 ▶ 평산리(장성) ▶ 승가마을 ▶ 남면보건지소 ▶ 장성남면농협 ▶ 장성남중 ▶ 장성월곡 ▶ 월정(장성) ▶ 서태마을입구 ▶ 신아산 ▶ 비아1동 ▶ 비아농협 ▶ 동원촌 ▶ 첨단대우아파트 ▶ 첨단도서관 ▶ 첨단라인8차아파트 ▶ 산월초교입구 ▶ 방송통신대 ▶ 무양서원 ▶ 남부대 ▶ 신창용수마을 ▶ 전남공고입구 ▶ 보건대입구 ▶ 반촌/마한유적체험관 ▶ 산동교 ▶ 동림푸른마을 ▶ 시립장애인복지관 ▶ 운암우미아파트 ▶ 운암중 ▶ 운암초교 ▶ 서영대 ▶ 광림초교입구 ▶ 광암교입구 ▶ 공구의거리 ▶ 한국국토정보공사광주중부지사 ▶ 중앙여고,40,중앙여고 ▶ 광주예술의전당 ▶ 공구의거리 ▶ 광암교입구 ▶ 동천마을6단지 ▶ 서영대 ▶ 운암초교 ▶ 운암우미아파트 ▶ 시립장애인복지관 ▶ 동림푸른마을 ▶ 산동교 ▶ 반촌/마한유적체험관 ▶ 보건대입구 ▶ 전남공고입구 ▶ 신창용수마을 ▶ 남부대 ▶ 무양서원 ▶ 방송통신대 ▶ 산월초교입구 ▶ 첨단라인8차아파트 ▶ 첨단도서관 ▶ 첨단대우아파트 ▶ 동원촌 ▶ 비아농협 ▶ 비아사거리 ▶ 신아산 ▶ 서태마을입구 ▶ 월정(장성) ▶ 장성월곡 ▶ 장성남중 ▶ 장성남면농협 ▶ 남면보건지소 ▶ 승가마을 ▶ 평산리(장성) ▶ 장성백운 ▶ 선평선창마을입구 ▶ 자풍 ▶ 덕성 ▶ 녹진 ▶ 장성마산
첨단193,살레시오고/교통문화연수원,남면사무소,47,살레시오고/교통문화연수원 ▶ 살레시오고입구 ▶ 일곡삼호아파트 ▶ 서일초교 ▶ 일신초교 ▶ 일동초교 ▶ 일동중 ▶ 오비맥주 ▶ 코카콜라 ▶ 롯데칠성 ▶ 북구문화센터/KT&G광주공장 ▶ 양산호수공원 ▶ 양산초교입구 ▶ 양산타운 ▶ 용두주공 ▶ 복룡입구 ▶ 교통공원 ▶ 우편집중국 ▶ 농산물품질관리원 ▶ 첨단우리은행 ▶ 첨단1동행정복지센터 ▶ 쌍암공원 ▶ 과기원 ▶ 한국전자통신연구원 ▶ 한국생산기술연구원 ▶ 국립광주과학관 ▶ 앰코코리아 ▶ 은혜학교 ▶ 대촌마을 ▶ 대촌마을입구 ▶ 고내입구 ▶ 월정 ▶ 초동 ▶ 진원동초교 ▶ 학산 ▶ 상림 ▶ 작동 ▶ 덕촌 ▶ 평촌 ▶ 진원면사무소 ▶ 중앙교회 ▶ 남계(장성) ▶ 매화동(장성) ▶ 진원초교 ▶ 수촌 ▶ 산정 ▶ 남면사무소,48,남면사무소 ▶ 산정 ▶ 수촌 ▶ 진원초교 ▶ 매화동(장성) ▶ 남계(장성) ▶ 중앙교회 ▶ 진원면사무소 ▶ 평촌 ▶ 덕촌 ▶ 작동 ▶ 상림 ▶ 학산 ▶ 진원동초교 ▶ 초동 ▶ 월정 ▶ 고내입구 ▶ 대촌마을입구 ▶ 대촌마을 ▶ 은혜학교 ▶ 앰코코리아 ▶ 국립광주과학관 ▶ 한국생산기술연구원 ▶ 한국전자통신연구원 ▶ 과기원 ▶ 쌍암공원 ▶ 첨단1동행정복지센터 ▶ 첨단우리은행 ▶ 농산물품질관리원 ▶ 우편집중국 ▶ 교통공원 ▶ 복룡입구 ▶ 용두주공 ▶ 양산타운 ▶ 양산초교입구 ▶ 양산호수공원 ▶ 북구문화센터/KT&G광주공장 ▶ 롯데칠성 ▶ 코카콜라 ▶ 오비맥주 ▶ 향토음식박물관 ▶ 일곡사거리 ▶ 일동초교 ▶ 일신초교 ▶ 서일초교 ▶ 일곡삼호아파트 ▶ 살레시오고입구 ▶ 살레시오고/교통문화연수원
진곡196,진곡산단,정렬사,56,진곡산단 ▶ 진곡공원 ▶ 선진알미늄 ▶ 동명정공 ▶ 무등스크린 ▶ 명진하이테크 ▶ 한국자동차연구원 ▶ 진곡화물공영차고지 ▶ 한국알프스 ▶ 호남샤니 ▶ 화천기공 ▶ 수완진흥더루벤스 ▶ 장덕마을 ▶ 수완새한포유 ▶ 광주농수산물유통센터(서) ▶ 수완중흥S-클래스 1차 ▶ 목련마을6단지 ▶ 운남삼성아파트 ▶ 광산구노인복지관 ▶ 영천초교 ▶ 월곡시장 ▶ 월곡일신아파트 ▶ 어등초교 ▶ 광산중 ▶ 소촌금호아파트 ▶ 아리랑고개 ▶ 송정IC ▶ 송정파출소(북) ▶ 송정공원역 ▶ 영광통 ▶ 광산구청 ▶ 광주송정역(동) ▶ 금강1길 ▶ 송정초교 ▶ 도산동행정복지센터 ▶ 송정호반아파트 ▶ 공군부대후문 ▶ 상선 ▶ 하선 ▶ 평호동 ▶ 유림/관두 ▶ 동곡 ▶ 호가정 ▶ 창교 ▶ 용봉입구 ▶ 성산마을 ▶ 노안남초교 ▶ 동산마을 ▶ 산정(나주) ▶ 천동입구 ▶ 나주북초교 ▶ 나주농협송현지점 ▶ 나주동신대 ▶ 싸이클경기장 ▶ 정렬사 ▶ 정렬사,55,정렬사 ▶ 싸이클경기장 ▶ 나주동신대 ▶ 나주농협송현지점 ▶ 나주북초교 ▶ 천동입구 ▶ 산정(나주) ▶ 동산마을 ▶ 노안남초교 ▶ 성산마을 ▶ 용봉입구 ▶ 창교 ▶ 호가정 ▶ 동곡 ▶ 유림/관두 ▶ 평호동 ▶ 하선 ▶ 상선 ▶ 공군부대후문 ▶ 송정호반아파트 ▶ 도산동행정복지센터 ▶ 송정초교 ▶ 금강1길 ▶ 광주송정역 ▶ 광산구청 ▶ 영광통 ▶ 송정공원역 ▶ 송정파출소(북) ▶ 송정IC ▶ 아리랑고개 ▶ 소촌금호아파트 ▶ 광산중 ▶ 어등초교 ▶ 월곡일신아파트 ▶ 월곡시장 ▶ 영천초교 ▶ 광산구노인복지관 ▶ 운남삼성아파트 ▶ 목련마을6단지 ▶ 수완중흥S-클래스 1차 ▶ 광주농수산물유통센터(서) ▶ 수완새한포유 ▶ 장덕마을 ▶ 수완진흥더루벤스 ▶ 화천기공 ▶ 호남샤니 ▶ 한국알프스 ▶ 진곡화물공영차고지 ▶ 한국자동차연구원 ▶ 명진하이테크 ▶ 무등스크린 ▶ 동명정공 ▶ 선진알미늄 ▶ 진곡공원 ▶ 진곡산단
송정197,도산동,삼서면사무소,46,도산동 ▶ 도산파출소 ▶ 도산역 ▶ 신동사거리 ▶ 광주송정역 ▶ 광산구청 ▶ 금호타이어 ▶ 송정한전 ▶ 광산경찰서 ▶ 보문고 ▶ 매방골 ▶ 선암 ▶ 호남대 ▶ 샛터마을 ▶ 서봉마을 ▶ 송산교 ▶ 중방 ▶ 운평 ▶ 죽산 ▶ 풍숙 ▶ 본량삼거리 ▶ 본량초교 ▶ 황산 ▶ 북성 ▶ 가마 ▶ 명도삼거리 ▶ 예림 ▶ 평림 ▶ 동호 ▶ 남동 ▶ 용호(광산구) ▶ 수성 ▶ 옥산 ▶ 학동(본량) ▶ 화산(장성) ▶ 녹서 ▶ 마령 ▶ 패밀리농장 ▶ 보강 ▶ 보강입구 ▶ 인지 ▶ 송곡 ▶ 삼서초교 ▶ 대곡 ▶ 삼서우체국 ▶ 삼서면사무소,46,삼서면사무소 ▶ 삼서우체국 ▶ 대곡 ▶ 삼서초교 ▶ 송곡 ▶ 인지 ▶ 보강입구 ▶ 보강 ▶ 패밀리농장 ▶ 마령 ▶ 녹서 ▶ 화산(장성) ▶ 학동(본량) ▶ 옥산 ▶ 수성 ▶ 용호(광산구) ▶ 남동 ▶ 동호 ▶ 평림 ▶ 예림 ▶ 명도삼거리 ▶ 가마 ▶ 북성 ▶ 황산 ▶ 본량초교 ▶ 본량삼거리 ▶ 풍숙 ▶ 죽산 ▶ 운평 ▶ 중방 ▶ 송산교 ▶ 서봉마을 ▶ 샛터마을 ▶ 호남대 ▶ 선암 ▶ 매방골 ▶ 보문고 ▶ 광산경찰서 ▶ 송정한전 ▶ 금호타이어 ▶ 광산구청 ▶ 광주송정역 ▶ 신동사거리 ▶ 도산역 ▶ 도산파출소 ▶ 도산동
228(구151.화순전대병원),운암산코오롱하늘채아파트,화순전남대병원,56,운암산코오롱하늘채아파트 ▶ 동림삼익아파트 ▶ 동림교 ▶ 동천동행정복지센터 ▶ 칠성마을 ▶ 광천동 ▶ 삼우아파트 ▶ 진성아파트 ▶ 광천E편한세상 ▶ 기아차정문 ▶ 광주종합버스터미널 ▶ 광천치안센터 ▶ 제2광천교 ▶ 무등야구장 ▶ 광주기아챔피언스필드입구 ▶ 태봉새마을금고 ▶ 신안동행정복지센터 ▶ 신안사거리 ▶ 광주역(동) ▶ 중흥초교 ▶ 4.19기념관 ▶ 광주고/4.19역사관 ▶ 대인시장(동) ▶ 5.18민주화운동기록관 ▶ 국립아시아문화전당(구.도청) ▶ 문화전당역 ▶ 전남대병원오거리/남동성당 ▶ 전남대병원.남광주시장 ▶ 남광주사거리 ▶ 조선대병원 ▶ 학동증심사입구역 ▶ 삼익세라믹 ▶ 동구문화센터 ▶ 광주남초교 ▶ 소태역 ▶ 지원2동행정복지센터입구 ▶ 녹동 ▶ 주남 ▶ 내남입구 ▶ 남계촌 ▶ 육판리 ▶ 선교지구입구 ▶ 화순터널 ▶ 이십곡리 ▶ 화순군선거관리위원회 ▶ 화순공공도서관입구 ▶ 자치샘삼거리 ▶ 화순교(남) ▶ 고려병원 ▶ 제일장식 ▶ 화순미륭아파트 ▶ 화순부영아파트 ▶ 화순부영3차아파트 ▶ 화순용곡마을 ▶ 화순전남대병원입구 ▶ 화순전남대병원,55,화순전남대병원 ▶ 화순전남대병원입구 ▶ 화순용곡마을 ▶ 화순부영3차아파트 ▶ 화순부영아파트 ▶ 화순미륭아파트 ▶ 제일장식 ▶ 고려병원 ▶ 화순교(남) ▶ 자치샘삼거리 ▶ 화순공공도서관입구 ▶ 화순군선거관리위원회 ▶ 이십곡리 ▶ 너릿재공원 ▶ 선교지구입구 ▶ 육판리 ▶ 남계촌 ▶ 내남입구 ▶ 주남 ▶ 녹동 ▶ 지원화훼단지 ▶ 지원2동행정복지센터입구 ▶ 소태역 ▶ 광주남초교 ▶ 동구문화센터 ▶ 삼익세라믹 ▶ 학동증심사입구역 ▶ 조선대병원 ▶ 전남대병원.남광주시장 ▶ 전남대병원오거리/남동성당 ▶ 문화전당역 ▶ 국립아시아문화전당(구.도청) ▶ 예술의거리입구 ▶ 대인시장(동) ▶ 광주고/4.19역사관 ▶ 4.19기념관 ▶ 중흥초교 ▶ 광주역 ▶ 신안사거리 ▶ 신안동행정복지센터 ▶ 태봉새마을금고 ▶ 무등야구장 ▶ 제2광천교 ▶ 광천치안센터 ▶ 광주종합버스터미널 ▶ 기아차정문 ▶ 광천E편한세상 ▶ 진성아파트 ▶ 삼우아파트 ▶ 광천동 ▶ 칠성마을 ▶ 동천동행정복지센터 ▶ 동림교 ▶ 동림삼익아파트 ▶ 운암산코오롱하늘채아파트
228(구151.화순사평),운암산코오롱하늘채아파트,화순사평,82,운암산코오롱하늘채아파트 ▶ 동림삼익아파트 ▶ 동림교 ▶ 동천동행정복지센터 ▶ 칠성마을 ▶ 광천동 ▶ 삼우아파트 ▶ 진성아파트 ▶ 광천E편한세상 ▶ 기아차정문 ▶ 광주종합버스터미널 ▶ 광천치안센터 ▶ 제2광천교 ▶ 무등야구장 ▶ 광주기아챔피언스필드입구 ▶ 태봉새마을금고 ▶ 신안동행정복지센터 ▶ 신안사거리 ▶ 광주역(동) ▶ 중흥초교 ▶ 4.19기념관 ▶ 광주고/4.19역사관 ▶ 대인시장(동) ▶ 5.18민주화운동기록관 ▶ 국립아시아문화전당(구.도청) ▶ 문화전당역 ▶ 전남대병원오거리/남동성당 ▶ 전남대병원.남광주시장 ▶ 남광주사거리 ▶ 조선대병원 ▶ 학동증심사입구역 ▶ 삼익세라믹 ▶ 동구문화센터 ▶ 광주남초교 ▶ 소태역 ▶ 지원2동행정복지센터입구 ▶ 녹동 ▶ 주남 ▶ 내남입구 ▶ 남계촌 ▶ 육판리 ▶ 선교지구입구 ▶ 화순터널 ▶ 이십곡리 ▶ 화순군선거관리위원회 ▶ 화순공공도서관입구 ▶ 자치샘삼거리 ▶ 화순교(남) ▶ 고려병원 ▶ 제일장식 ▶ 화순미륭아파트 ▶ 화순부영아파트 ▶ 화순부영3차아파트 ▶ 화순용곡마을 ▶ 화순전남대병원입구 ▶ 화순전남대병원 ▶ 정수장입구 ▶ 다지(리)1구 ▶ 한보요업 ▶ 다지2구 ▶ 백동 ▶ 용생 ▶ 화순영재교육원 ▶ 동면농공단지 ▶ 신운 ▶ 농소 ▶ 찰동 ▶ 동면 ▶ 천동(화순) ▶ 동암 ▶ 천운장 ▶ 넘은골 ▶ 화순광업소 ▶ 구암1리 ▶ 구암2리 ▶ 문성석재 ▶ 벽송저수지 ▶ 벽송 ▶ 사평중 ▶ 사평초교 ▶ 남면사무소 ▶ 화순사평,81,화순사평 ▶ 남면사무소 ▶ 사평초교 ▶ 사평중 ▶ 벽송 ▶ 벽송저수지 ▶ 문성석재 ▶ 구암2리 ▶ 구암1리 ▶ 화순광업소 ▶ 넘은골 ▶ 천운장 ▶ 동암 ▶ 천동(화순) ▶ 동면 ▶ 찰동 ▶ 농소 ▶ 신운 ▶ 동면농공단지 ▶ 화순영재교육원 ▶ 용생 ▶ 백동 ▶ 다지2구 ▶ 한보요업 ▶ 다지(리)1구 ▶ 정수장입구 ▶ 화순전남대병원 ▶ 화순전남대병원입구 ▶ 화순용곡마을 ▶ 화순부영3차아파트 ▶ 화순부영아파트 ▶ 화순미륭아파트 ▶ 제일장식 ▶ 고려병원 ▶ 화순교(남) ▶ 자치샘삼거리 ▶ 화순공공도서관입구 ▶ 화순군선거관리위원회 ▶ 이십곡리 ▶ 너릿재공원 ▶ 선교지구입구 ▶ 육판리 ▶ 남계촌 ▶ 내남입구 ▶ 주남 ▶ 녹동 ▶ 지원화훼단지 ▶ 지원2동행정복지센터입구 ▶ 소태역 ▶ 광주남초교 ▶ 동구문화센터 ▶ 삼익세라믹 ▶ 학동증심사입구역 ▶ 조선대병원 ▶ 전남대병원.남광주시장 ▶ 전남대병원오거리/남동성당 ▶ 문화전당역 ▶ 국립아시아문화전당(구.도청) ▶ 예술의거리입구 ▶ 대인시장(동) ▶ 광주고/4.19역사관 ▶ 4.19기념관 ▶ 중흥초교 ▶ 광주역 ▶ 신안사거리 ▶ 신안동행정복지센터 ▶ 태봉새마을금고 ▶ 무등야구장 ▶ 제2광천교 ▶ 광천치안센터 ▶ 광주종합버스터미널 ▶ 기아차정문 ▶ 광천E편한세상 ▶ 진성아파트 ▶ 삼우아파트 ▶ 광천동 ▶ 칠성마을 ▶ 동천동행정복지센터 ▶ 동림교 ▶ 동림삼익아파트 ▶ 운암산코오롱하늘채아파트
대촌270,매월동(북),구소,42,매월동(북) ▶ 대동고 ▶ 화훼단지 ▶ 공구단지 ▶ 풍암사거리(동) ▶ 마재부영아파트 ▶ 마재대주아파트 ▶ 서구문화센터 ▶ 금호한국아파트 ▶ 금호시영아파트 ▶ CBS방송국 ▶ 상무중 ▶ 운천저수지 ▶ 상무지구입구 ▶ 상무역 ▶ 전남고입구 ▶ 김대중컨벤션센터(마륵)역 ▶ 월암 ▶ 서창사거리 ▶ 서창농협벽진지점 ▶ 마산(서창) ▶ 동하 ▶ 서창동행정복지센터 ▶ 절골입구(서) ▶ 중촌 ▶ 서창치안센터 ▶ 용두입구 ▶ 봉학 ▶ 신용 ▶ 마현 ▶ 구룡(대촌) ▶ 석교삼거리 ▶ 석정 ▶ 시산 ▶ 농막 ▶ 화장뒷길 ▶ 화장앞길 ▶ 지동 ▶ 월성 ▶ 학촌 ▶ 도덕 ▶ 구소,43,구소 ▶ 도덕 ▶ 학촌 ▶ 월성 ▶ 지동 ▶ 화장앞길 ▶ 화장뒷길 ▶ 농막 ▶ 시산 ▶ 석정 ▶ 석교삼거리 ▶ 구룡(대촌) ▶ 마현 ▶ 신용 ▶ 봉학 ▶ 용두입구 ▶ 서창치안센터 ▶ 중촌 ▶ 절골입구(서) ▶ 서창동행정복지센터 ▶ 동하 ▶ 마산(서창) ▶ 서창농협벽진지점 ▶ 서창사거리 ▶ 서창입구 ▶ 월암 ▶ 김대중컨벤션센터(마륵)역 ▶ 전남고입구 ▶ 상무역 ▶ 상무지구입구 ▶ 운천저수지 ▶ 금호초교 ▶ CBS방송국 ▶ 금호시영아파트 ▶ 금호한국아파트 ▶ 서구문화센터 ▶ 마재대주아파트 ▶ 마재부영아파트 ▶ 풍암사거리(동) ▶ 공구단지 ▶ 화훼단지 ▶ 대동고 ▶ 매월동(북)
임곡290,도산동,와산,68,도산동 ▶ 도산파출소 ▶ 도산역 ▶ 신동사거리 ▶ 광주송정역 ▶ 광산구청 ▶ 영광통 ▶ 송정공원역 ▶ 송정파출소(북) ▶ 송정IC ▶ 아리랑고개 ▶ 우산동중흥S클래스 ▶ 광주자동화마이스터고 ▶ 대덕아파트 ▶ 서작 ▶ 상수도광산요금센터 ▶ 우산리버힐아파트 ▶ 우산빛여울채아파트(동) ▶ 광주여대 ▶ 역산공원입구 ▶ 산정중입구 ▶ 하남홈플러스 ▶ 유애서원 ▶ 신성화학 ▶ 정우화학 ▶ 광산소방서입구 ▶ 하남3지구모아엘가 ▶ 하남1교 ▶ 지실마을 ▶ 장수동 ▶ 구강리 ▶ 방혜 ▶ 신등 ▶ 신봉정 ▶ 내등 ▶ 외등 ▶ 노동 ▶ 박호1리 ▶ 박뫼 ▶ 박호동 ▶ 송산유원지(종점) ▶ 박호동 ▶ 박뫼 ▶ 박호1리 ▶ 노동 ▶ 외등 ▶ 내등 ▶ 신봉정 ▶ 신등 ▶ 산막 ▶ 벽파정 ▶ 연동 서길 ▶ 연동삼거리 ▶ 창암 ▶ 광주고룡학교 ▶ 보화촌 ▶ 천동(광산구) ▶ 비시동 ▶ 가정 ▶ 성내 ▶ 임곡역 ▶ 광일고 ▶ 원임곡 ▶ 삼화교 ▶ 연계삼거리 ▶ 임동교 ▶ 상촌(임곡) ▶ 와산,68,와산 ▶ 상촌(임곡) ▶ 임동교 ▶ 연계삼거리 ▶ 삼화교 ▶ 원임곡 ▶ 광일고 ▶ 임곡역 ▶ 성내 ▶ 가정 ▶ 비시동 ▶ 천동(광산구) ▶ 보화촌 ▶ 광주고룡학교 ▶ 창암 ▶ 연동삼거리 ▶ 연동 서길 ▶ 벽파정 ▶ 산막 ▶ 신등 ▶ 신봉정 ▶ 내등 ▶ 외등 ▶ 노동 ▶ 박호1리 ▶ 박뫼 ▶ 박호동 ▶ 송산유원지(종점) ▶ 박호동 ▶ 박뫼 ▶ 박호1리 ▶ 노동 ▶ 외등 ▶ 내등 ▶ 신봉정 ▶ 신등 ▶ 방혜 ▶ 구강리 ▶ 장수동 ▶ 지실마을 ▶ 하남1교 ▶ 하남3지구모아엘가 ▶ 광산소방서입구 ▶ 정우화학 ▶ 신성화학 ▶ 유애서원 ▶ 하남홈플러스 ▶ 산정중입구 ▶ 역산공원입구 ▶ 광주여대 ▶ 우산빛여울채아파트(동) ▶ 우산리버힐아파트 ▶ 상수도광산요금센터 ▶ 서작 ▶ 대덕아파트 ▶ 광주자동화마이스터고 ▶ 우산동중흥S클래스 ▶ 아리랑고개 ▶ 송정IC ▶ 송정파출소(북) ▶ 송정공원역 ▶ 영광통 ▶ 광산구청 ▶ 광주송정역 ▶ 신동사거리 ▶ 도산역 ▶ 도산파출소 ▶ 도산동
송정296,도산동,동림마을,36,도산동 ▶ 도산파출소 ▶ 도산역 ▶ 신동사거리 ▶ 광주송정역 ▶ 광산구청 ▶ 금호타이어 ▶ 송정한전 ▶ 광산경찰서 ▶ 보문고 ▶ 매방골 ▶ 선암 ▶ 호남대 ▶ 샛터마을 ▶ 서봉마을 ▶ 송산교 ▶ 중방 ▶ 운평 ▶ 죽산 ▶ 풍숙 ▶ 본량삼거리 ▶ 본량초교 ▶ 황산 ▶ 북성 ▶ 가마 ▶ 명도삼거리 ▶ 예림 ▶ 평림 ▶ 남동 ▶ 용호(광산구) ▶ 신촌(본량) ▶ 본량수련장 ▶ 월산(본량) ▶ 양곡 ▶ 구룡(본량) ▶ 동림마을,36,동림마을 ▶ 구룡(본량) ▶ 양곡 ▶ 월산(본량) ▶ 본량수련장 ▶ 신촌(본량) ▶ 용호(광산구) ▶ 남동 ▶ 평림 ▶ 예림 ▶ 명도삼거리 ▶ 가마 ▶ 북성 ▶ 황산 ▶ 본량초교 ▶ 본량삼거리 ▶ 풍숙 ▶ 죽산 ▶ 운평 ▶ 중방 ▶ 송산교 ▶ 서봉마을 ▶ 샛터마을 ▶ 호남대 ▶ 선암 ▶ 매방골 ▶ 보문고 ▶ 광산경찰서 ▶ 송정한전 ▶ 금호타이어 ▶ 광산구청 ▶ 광주송정역 ▶ 신동사거리 ▶ 도산역 ▶ 도산파출소 ▶ 도산동
